,Item_Number,file,Correct_Category,Correct_Softmax_Value,Correct_Softmax_Index,Estimated_Category,Estimated_Category_Index,Estimated_Category_Strength,Max_Confidence_Index_Value,Calculated_Confidence,Correct_Confidence,Confidence_Score
731,1519,ILSVRC2012_val_00000710.JPEG,maraca,0.8442884683609009,641,maraca,641,0.8442884683609009,0,0.817458987236023,0,0.817458987236023
732,1520,ILSVRC2012_val_00000132.JPEG,file,0.32073721289634705,553,"file, file cabinet, filing cabinet",553,0.32073721289634705,0,0.8074986934661865,0,0.8074986934661865
733,1521,ILSVRC2012_val_00001162.JPEG,red-backed sandpiper,0.8938436508178711,140,"red-backed sandpiper, dunlin, Erolia alpina",140,0.8938436508178711,0,0.7457789182662964,0,0.7457789182662964
734,1522,ILSVRC2012_val_00000799.JPEG,silky terrier,0.2975437939167023,201,Yorkshire terrier,187,0.403607577085495,0,0.8182911872863771,0,0.8182911872863771
735,1523,ILSVRC2012_val_00000963.JPEG,magpie,0.9153045415878296,18,magpie,18,0.9153045415878296,0,0.8676387071609497,0,0.8676387071609497
736,1524,ILSVRC2012_val_00000857.JPEG,slot,0.9460351467132568,800,"slot, one-armed bandit",800,0.9460351467132568,0,0.8302043676376343,0,0.8302043676376343
737,1525,ILSVRC2012_val_00000076.JPEG,barbershop,0.8466088771820068,424,barbershop,424,0.8466088771820068,0,0.7869982719421387,0,0.7869982719421387
738,1527,ILSVRC2012_val_00000227.JPEG,Brittany spaniel,0.9056548476219176,215,Brittany spaniel,215,0.9056548476219176,0,0.8699160218238831,0,0.8699160218238831
739,1529,ILSVRC2012_val_00000901.JPEG,speedboat,0.7947069406509399,814,speedboat,814,0.7947069406509399,0,0.856603741645813,0,0.856603741645813
740,1531,ILSVRC2012_val_00001454.JPEG,black widow,0.8461288213729858,75,"black widow, Latrodectus mactans",75,0.8461288213729858,0,0.759410560131073,0,0.759410560131073
741,1533,ILSVRC2012_val_00000262.JPEG,goldfish,0.9014850854873656,1,"goldfish, Carassius auratus",1,0.9014850854873656,0,0.7762099504470825,0,0.7762099504470825
742,1534,ILSVRC2012_val_00000662.JPEG,grand piano,0.882756769657135,579,"grand piano, grand",579,0.882756769657135,0,0.7682291865348816,0,0.7682291865348816
743,1536,ILSVRC2012_val_00000956.JPEG,ground beetle,0.8766106963157654,302,"ground beetle, carabid beetle",302,0.8766106963157654,0,0.7870686650276184,0,0.7870686650276184
744,1537,ILSVRC2012_val_00000251.JPEG,hip,0.9504924416542052,989,"hip, rose hip, rosehip",989,0.9504924416542052,0,0.7902188301086426,0,0.7902188301086426
745,1540,ILSVRC2012_val_00001049.JPEG,Chihuahua,0.8217331767082214,151,Chihuahua,151,0.8217331767082214,0,0.8199426531791687,0,0.8199426531791687
746,1541,ILSVRC2012_val_00000477.JPEG,hair slide,0.8438408970832825,584,hair slide,584,0.8438408970832825,0,0.8458229303359985,0,0.8458229303359985
747,1542,ILSVRC2012_val_00001196.JPEG,stretcher,0.7873715758323669,830,stretcher,830,0.7873715758323669,0,0.7510551810264587,0,0.7510551810264587
748,1543,ILSVRC2012_val_00001270.JPEG,geyser,0.8593661189079285,974,geyser,974,0.8593661189079285,0,0.7100454568862915,0,0.7100454568862915
749,1547,ILSVRC2012_val_00000365.JPEG,moving van,0.5904497504234314,675,moving van,675,0.5904497504234314,0,0.8091140389442444,0,0.8091140389442444
750,1548,ILSVRC2012_val_00001241.JPEG,porcupine,0.9054587483406068,334,"porcupine, hedgehog",334,0.9054587483406068,0,0.8576523661613464,0,0.8576523661613464
751,1549,ILSVRC2012_val_00000829.JPEG,half track,0.9149709939956664,586,half track,586,0.9149709939956664,0,0.8144492506980896,0,0.8144492506980896
752,1553,ILSVRC2012_val_00001287.JPEG,dumbbell,0.7911050915718079,543,dumbbell,543,0.7911050915718079,0,0.7997702956199646,0,0.7997702956199646
753,1554,ILSVRC2012_val_00001458.JPEG,langur,0.9328994154930116,374,langur,374,0.9328994154930116,0,0.8757326602935791,0,0.8757326602935791
754,1556,ILSVRC2012_val_00001337.JPEG,crutch,0.8498367667198181,523,crutch,523,0.8498367667198181,0,0.7791022062301636,0,0.7791022062301636
755,1558,ILSVRC2012_val_00001248.JPEG,water buffalo,0.6055595874786377,346,"water buffalo, water ox, Asiatic buffalo, Bubalus bubalis",346,0.6055595874786377,0,0.8425047397613525,0,0.8425047397613525
756,1559,ILSVRC2012_val_00000850.JPEG,necklace,0.7981787323951721,679,necklace,679,0.7981787323951721,0,0.8039405345916748,0,0.8039405345916748
757,1560,ILSVRC2012_val_00000576.JPEG,partridge,0.5319105982780457,86,partridge,86,0.5319105982780457,0,0.7433527708053589,0,0.7433527708053589
758,1563,ILSVRC2012_val_00000595.JPEG,submarine,0.8563435077667236,833,"submarine, pigboat, sub, U-boat",833,0.8563435077667236,0,0.8523812890052795,0,0.8523812890052795
759,1565,ILSVRC2012_val_00001351.JPEG,coil,0.9240155816078186,506,"coil, spiral, volute, whorl, helix",506,0.9240155816078186,0,0.8017370700836182,0,0.8017370700836182
760,1567,ILSVRC2012_val_00000364.JPEG,mailbox,0.8280303478240967,637,"mailbox, letter box",637,0.8280303478240967,0,0.8079176545143127,0,0.8079176545143127
761,1568,ILSVRC2012_val_00001323.JPEG,lakeside,0.8915160298347473,975,"lakeside, lakeshore",975,0.8915160298347473,0,0.8373948335647583,0,0.8373948335647583
762,1571,ILSVRC2012_val_00001409.JPEG,tripod,0.002461518393829465,872,swing,843,0.8230775594711304,0,0.8080670833587646,0,0.8080670833587646
763,1574,ILSVRC2012_val_00000285.JPEG,Windsor tie,0.07490106672048569,906,"suit, suit of clothes",834,0.5220469236373901,0,0.7720506191253662,0,0.7720506191253662
764,1575,ILSVRC2012_val_00001445.JPEG,Scotch terrier,0.0160976592451334,199,West Highland white terrier,203,0.8196014761924744,0,0.7652028799057007,0,0.7652028799057007
765,1576,ILSVRC2012_val_00000199.JPEG,entertainment center,0.6679155230522156,548,entertainment center,548,0.6679155230522156,0,0.7204636335372925,0,0.7204636335372925
766,1578,ILSVRC2012_val_00000468.JPEG,projectile,0.335914671421051,744,missile,657,0.4949631690979004,0,0.7035198807716371,0,0.7035198807716371
767,1579,ILSVRC2012_val_00000806.JPEG,garter snake,0.8319055438041687,57,"garter snake, grass snake",57,0.8319055438041687,0,0.7709720730781555,0,0.7709720730781555
768,1580,ILSVRC2012_val_00001232.JPEG,hartebeest,0.9226409196853638,351,hartebeest,351,0.9226409196853638,0,0.7984339594841003,0,0.7984339594841003
769,1581,ILSVRC2012_val_00000670.JPEG,monastery,0.5308796167373657,663,monastery,663,0.5308796167373657,0,0.805832028388977,0,0.805832028388977
770,1583,ILSVRC2012_val_00000835.JPEG,hand-held computer,0.3358629941940308,590,"hand-held computer, hand-held microcomputer",590,0.3358629941940308,0,0.7442984580993652,0,0.7442984580993652
771,1584,ILSVRC2012_val_00000290.JPEG,stopwatch,0.2609829604625702,826,digital watch,531,0.5357295870780945,0,0.7298543453216553,0,0.7298543453216553
772,1587,ILSVRC2012_val_00000877.JPEG,harvestman,0.8668222427368164,70,"harvestman, daddy longlegs, Phalangium opilio",70,0.8668222427368164,0,0.8240062594413757,0,0.8240062594413757
773,1588,ILSVRC2012_val_00001356.JPEG,chambered nautilus,0.0011260075261816382,117,sea urchin,328,0.8732931613922119,0,0.8393898010253906,0,0.8393898010253906
774,1590,ILSVRC2012_val_00001090.JPEG,bassoon,0.7826899886131287,432,bassoon,432,0.7826899886131287,0,0.7328324317932129,0,0.7328324317932129
775,1593,ILSVRC2012_val_00001044.JPEG,black swan,0.9115811586380004,100,"black swan, Cygnus atratus",100,0.9115811586380004,0,0.7840804457664491,0,0.7840804457664491
776,1594,ILSVRC2012_val_00000201.JPEG,parking meter,0.9011213183403016,704,parking meter,704,0.9011213183403016,0,0.7473756074905396,0,0.7473756074905396
777,1595,ILSVRC2012_val_00000505.JPEG,jack-o'-lantern,0.8608279824256897,607,jack-o'-lantern,607,0.8608279824256897,0,0.8136463165283203,0,0.8136463165283203
778,1596,ILSVRC2012_val_00001003.JPEG,fox squirrel,0.9144523739814758,335,"fox squirrel, eastern fox squirrel, Sciurus niger",335,0.9144523739814758,0,0.7987332940101624,0,0.7987332940101624
779,1597,ILSVRC2012_val_00001136.JPEG,black grouse,0.8472204804420471,80,black grouse,80,0.8472204804420471,0,0.7077373266220093,0,0.7077373266220093
780,1598,ILSVRC2012_val_00000109.JPEG,loudspeaker,0.8172136545181274,632,"loudspeaker, speaker, speaker unit, loudspeaker system, speaker system",632,0.8172136545181274,0,0.7988007664680481,0,0.7988007664680481
781,1600,ILSVRC2012_val_00000687.JPEG,barrel,0.03524564579129219,427,rain barrel,756,0.6044273376464844,0,0.8062565326690674,0,0.8062565326690674
782,1601,ILSVRC2012_val_00000380.JPEG,suit,0.29229292273521423,834,"groom, bridegroom",982,0.4303054213523865,0,0.9012528061866759,0,0.9012528061866759
783,1603,ILSVRC2012_val_00001138.JPEG,axolotl,0.8982495665550232,29,"axolotl, mud puppy, Ambystoma mexicanum",29,0.8982495665550232,0,0.7812495231628418,0,0.7812495231628418
784,1604,ILSVRC2012_val_00000974.JPEG,chimpanzee,0.8651189804077148,367,"chimpanzee, chimp, Pan troglodytes",367,0.8651189804077148,0,0.8363509178161621,0,0.8363509178161621
785,1605,ILSVRC2012_val_00000763.JPEG,bolo tie,0.9065308570861816,451,"bolo tie, bolo, bola tie, bola",451,0.9065308570861816,0,0.8134079575538635,0,0.8134079575538635
786,1608,ILSVRC2012_val_00000102.JPEG,Rhodesian ridgeback,0.8057299256324768,159,Rhodesian ridgeback,159,0.8057299256324768,0,0.7511162757873535,0,0.7511162757873535
787,1609,ILSVRC2012_val_00000696.JPEG,Yorkshire terrier,0.8963603377342224,187,Yorkshire terrier,187,0.8963603377342224,0,0.7688583135604858,0,0.7688583135604858
788,1610,ILSVRC2012_val_00001079.JPEG,toilet tissue,0.9693547487258912,999,"toilet tissue, toilet paper, bathroom tissue",999,0.9693547487258912,0,0.7842063307762146,0,0.7842063307762146
789,1611,ILSVRC2012_val_00000699.JPEG,puffer,0.00035233466769568617,397,lionfish,396,0.887365996837616,0,0.830628514289856,0,0.830628514289856
790,1612,ILSVRC2012_val_00000088.JPEG,spotted salamander,0.8433326482772827,28,"spotted salamander, Ambystoma maculatum",28,0.8433326482772827,0,0.7576906681060791,0,0.7576906681060791
791,1615,ILSVRC2012_val_00000993.JPEG,Siberian husky,0.6595888137817383,250,Siberian husky,250,0.6595888137817383,0,0.7035697102546692,0,0.7035697102546692
792,1616,ILSVRC2012_val_00000861.JPEG,puck,0.9967851638793944,746,"puck, hockey puck",746,0.9967851638793944,0,0.8518986105918884,0,0.8518986105918884
793,1618,ILSVRC2012_val_00000025.JPEG,vulture,0.90842205286026,23,vulture,23,0.90842205286026,0,0.7811926603317261,0,0.7811926603317261
794,1619,ILSVRC2012_val_00000219.JPEG,jersey,0.7222622632980347,610,"jersey, T-shirt, tee shirt",610,0.7222622632980347,0,0.8599113225936891,0,0.8599113225936891
795,1620,ILSVRC2012_val_00000284.JPEG,upright,0.809173047542572,881,"upright, upright piano",881,0.809173047542572,0,0.6745479106903076,0,0.6745479106903076
796,1622,ILSVRC2012_val_00001383.JPEG,boathouse,0.023827485740184784,449,"container ship, containership, container vessel",510,0.7557064890861511,0,0.850284218788147,0,0.850284218788147
797,1624,ILSVRC2012_val_00000081.JPEG,alp,0.8771160244941711,970,alp,970,0.8771160244941711,0,0.8323454260826111,0,0.8323454260826111
798,1625,ILSVRC2012_val_00001011.JPEG,analog clock,0.6750228404998779,409,analog clock,409,0.6750228404998779,0,0.6326401829719543,0,0.6326401829719543
799,1626,ILSVRC2012_val_00000878.JPEG,spoonbill,0.9249867796897888,129,spoonbill,129,0.9249867796897888,0,0.738334059715271,0,0.738334059715271
800,1629,ILSVRC2012_val_00000557.JPEG,cassette player,0.4298439919948578,482,tape player,848,0.4826721251010895,0,0.8691741824150085,0,0.8691741824150085
801,1630,ILSVRC2012_val_00000752.JPEG,horse cart,0.8758614659309387,603,"horse cart, horse-cart",603,0.8758614659309387,0,0.8503060936927795,0,0.8503060936927795
802,1631,ILSVRC2012_val_00000173.JPEG,mixing bowl,0.8220254182815552,659,mixing bowl,659,0.8220254182815552,0,0.8301728963851929,0,0.8301728963851929
803,1632,ILSVRC2012_val_00000540.JPEG,nipple,0.2466344237327576,680,nipple,680,0.2466344237327576,0,0.5815985202789307,0,0.5815985202789307
804,1633,ILSVRC2012_val_00001394.JPEG,rain barrel,0.8196763396263123,756,rain barrel,756,0.8196763396263123,0,0.7600979804992676,0,0.7600979804992676
805,1634,ILSVRC2012_val_00000011.JPEG,brain coral,0.8097062706947327,109,brain coral,109,0.8097062706947327,0,0.7449272871017456,0,0.7449272871017456
806,1637,ILSVRC2012_val_00001071.JPEG,computer keyboard,0.7913554906845093,508,"computer keyboard, keypad",508,0.7913554906845093,0,0.8564708828926086,0,0.8564708828926086
807,1638,ILSVRC2012_val_00001251.JPEG,beaker,0.8129070401191711,438,beaker,438,0.8129070401191711,0,0.7651259899139404,0,0.7651259899139404
808,1642,ILSVRC2012_val_00000456.JPEG,water buffalo,0.8065162897109985,346,"water buffalo, water ox, Asiatic buffalo, Bubalus bubalis",346,0.8065162897109985,0,0.7447136640548706,0,0.7447136640548706
809,1643,ILSVRC2012_val_00000304.JPEG,coral fungus,0.8940949440002441,991,coral fungus,991,0.8940949440002441,0,0.7511397004127502,0,0.7511397004127502
810,1644,ILSVRC2012_val_00001149.JPEG,pay-phone,0.8849997520446777,707,"pay-phone, pay-station",707,0.8849997520446777,0,0.8717808127403259,0,0.8717808127403259
811,1645,ILSVRC2012_val_00000731.JPEG,agaric,0.7740075588226318,992,agaric,992,0.7740075588226318,0,0.7472506761550903,0,0.7472506761550903
812,1647,ILSVRC2012_val_00000525.JPEG,totem pole,0.8566020727157593,863,totem pole,863,0.8566020727157593,0,0.8148216009140015,0,0.8148216009140015
813,1648,ILSVRC2012_val_00000300.JPEG,Saluki,0.8715636730194092,176,"Saluki, gazelle hound",176,0.8715636730194092,0,0.7657180428504944,0,0.7657180428504944
814,1649,ILSVRC2012_val_00000094.JPEG,schooner,0.02191830798983574,780,catamaran,484,0.65885329246521,0,0.7456721663475037,0,0.7456721663475037
815,1650,ILSVRC2012_val_00000524.JPEG,cocker spaniel,0.8338229060173035,219,"cocker spaniel, English cocker spaniel, cocker",219,0.8338229060173035,0,0.7791998982429504,0,0.7791998982429504
816,1654,ILSVRC2012_val_00001333.JPEG,llama,0.9476577639579772,355,llama,355,0.9476577639579772,0,0.8986594080924988,0,0.8986594080924988
817,1657,ILSVRC2012_val_00000095.JPEG,macaque,0.8365535736083984,373,macaque,373,0.8365535736083984,0,0.7518051862716675,0,0.7518051862716675
818,1658,ILSVRC2012_val_00001367.JPEG,harmonica,0.8525587916374207,593,"harmonica, mouth organ, harp, mouth harp",593,0.8525587916374207,0,0.8287186622619629,0,0.8287186622619629
819,1660,ILSVRC2012_val_00001399.JPEG,cannon,0.853498637676239,471,cannon,471,0.853498637676239,0,0.8201888203620911,0,0.8201888203620911
820,1663,ILSVRC2012_val_00001498.JPEG,ice bear,0.9023023247718812,296,"ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus",296,0.9023023247718812,0,0.7731759548187256,0,0.7731759548187256
821,1664,ILSVRC2012_val_00001322.JPEG,mailbox,0.6809942126274109,637,"mailbox, letter box",637,0.6809942126274109,0,0.722270667552948,0,0.722270667552948
822,1666,ILSVRC2012_val_00000649.JPEG,nail,0.864998996257782,677,nail,677,0.864998996257782,0,0.7980173230171204,0,0.7980173230171204
823,1667,ILSVRC2012_val_00001004.JPEG,ski,0.8926866054534912,795,ski,795,0.8926866054534912,0,0.8043364882469177,0,0.8043364882469177
824,1668,ILSVRC2012_val_00000012.JPEG,cougar,0.8787845969200134,286,"cougar, puma, catamount, mountain lion, painter, panther, Felis concolor",286,0.8787845969200134,0,0.7542445063591003,0,0.7542445063591003
825,1670,ILSVRC2012_val_00000250.JPEG,chiffonier,0.004103703424334526,493,"wardrobe, closet, press",894,0.8003756999969482,0,0.8419134020805359,0,0.8419134020805359
826,1674,ILSVRC2012_val_00001097.JPEG,bluetick,0.9255231022834778,164,bluetick,164,0.9255231022834778,0,0.8578759431838989,0,0.8578759431838989
827,1677,ILSVRC2012_val_00000729.JPEG,malamute,0.2310869246721268,249,"Eskimo dog, husky",248,0.3805122673511505,0,0.672082245349884,0,0.672082245349884
828,1678,ILSVRC2012_val_00000552.JPEG,water buffalo,0.8243492245674133,346,"water buffalo, water ox, Asiatic buffalo, Bubalus bubalis",346,0.8243492245674133,0,0.791916012763977,0,0.791916012763977
829,1679,ILSVRC2012_val_00000791.JPEG,leatherback turtle,0.8476188778877258,34,"leatherback turtle, leatherback, leathery turtle, Dermochelys coriacea",34,0.8476188778877258,0,0.788731575012207,0,0.788731575012207
830,1681,ILSVRC2012_val_00000669.JPEG,isopod,0.8891060352325441,126,isopod,126,0.8891060352325441,0,0.7800469994544983,0,0.7800469994544983
831,1683,ILSVRC2012_val_00001031.JPEG,ostrich,0.927973747253418,9,"ostrich, Struthio camelus",9,0.927973747253418,0,0.81943678855896,0,0.81943678855896
832,1684,ILSVRC2012_val_00000055.JPEG,polecat,0.5137310028076172,358,"polecat, fitch, foulmart, foumart, Mustela putorius",358,0.5137310028076172,0,0.713851273059845,0,0.713851273059845
833,1685,ILSVRC2012_val_00000349.JPEG,spindle,0.9619645476341248,816,spindle,816,0.9619645476341248,0,0.8805829286575317,0,0.8805829286575317
834,1690,ILSVRC2012_val_00001201.JPEG,convertible,0.8035144209861755,511,convertible,511,0.8035144209861755,0,0.8050405383110046,0,0.8050405383110046
835,1694,ILSVRC2012_val_00001421.JPEG,ground beetle,0.8821117877960205,302,"ground beetle, carabid beetle",302,0.8821117877960205,0,0.7661305665969849,0,0.7661305665969849
836,1696,ILSVRC2012_val_00000124.JPEG,rock beauty,0.0005668480298481883,392,"puffer, pufferfish, blowfish, globefish",397,0.831538200378418,0,0.7714724540710449,0,0.7714724540710449
837,1698,ILSVRC2012_val_00000039.JPEG,scabbard,0.6883846521377563,777,scabbard,777,0.6883846521377563,0,0.8396249413490295,0,0.8396249413490295
838,1701,ILSVRC2012_val_00000780.JPEG,gown,0.8157906532287598,578,gown,578,0.8157906532287598,0,0.8165411353111267,0,0.8165411353111267
839,1702,ILSVRC2012_val_00000914.JPEG,tile roof,0.0579320602118969,858,library,624,0.22828708589077,0,0.915303349494934,0,0.915303349494934
840,1703,ILSVRC2012_val_00001167.JPEG,fire screen,0.8739519715309143,556,"fire screen, fireguard",556,0.8739519715309143,0,0.8020918369293213,0,0.8020918369293213
841,1705,ILSVRC2012_val_00000592.JPEG,American black bear,0.8593823313713074,295,"American black bear, black bear, Ursus americanus, Euarctos americanus",295,0.8593823313713074,0,0.8568801283836365,0,0.8568801283836365
842,1709,ILSVRC2012_val_00001448.JPEG,toy poodle,0.6409637928009033,265,toy poodle,265,0.6409637928009033,0,0.7719776034355164,0,0.7719776034355164
843,1710,ILSVRC2012_val_00000712.JPEG,vacuum,0.7448462843894958,882,"vacuum, vacuum cleaner",882,0.7448462843894958,0,0.8810498714447021,0,0.8810498714447021
844,1711,ILSVRC2012_val_00000593.JPEG,spoonbill,0.8690000772476196,129,spoonbill,129,0.8690000772476196,0,0.7373254299163818,0,0.7373254299163818
845,1714,ILSVRC2012_val_00000941.JPEG,king snake,0.8737152218818665,56,"king snake, kingsnake",56,0.8737152218818665,0,0.769903302192688,0,0.769903302192688
846,1716,ILSVRC2012_val_00000573.JPEG,trolleybus,0.8456344008445741,874,"trolleybus, trolley coach, trackless trolley",874,0.8456344008445741,0,0.8433701395988464,0,0.8433701395988464
847,1718,ILSVRC2012_val_00000741.JPEG,handkerchief,0.7300829887390137,591,"handkerchief, hankie, hanky, hankey",591,0.7300829887390137,0,0.813007652759552,0,0.813007652759552
848,1720,ILSVRC2012_val_00001264.JPEG,paddlewheel,0.9036285281181335,694,"paddlewheel, paddle wheel",694,0.9036285281181335,0,0.7886880040168762,0,0.7886880040168762
849,1721,ILSVRC2012_val_00000997.JPEG,Cardigan,0.8288753628730774,264,"Cardigan, Cardigan Welsh corgi",264,0.8288753628730774,0,0.7702258825302124,0,0.7702258825302124
850,1727,ILSVRC2012_val_00000545.JPEG,killer whale,0.9087916016578674,148,"killer whale, killer, orca, grampus, sea wolf, Orcinus orca",148,0.9087916016578674,0,0.8223866820335388,0,0.8223866820335388
851,1729,ILSVRC2012_val_00001172.JPEG,timber wolf,0.6176273822784424,269,"timber wolf, grey wolf, gray wolf, Canis lupus",269,0.6176273822784424,0,0.7726073861122131,0,0.7726073861122131
852,1730,ILSVRC2012_val_00000591.JPEG,restaurant,0.548334002494812,762,"restaurant, eating house, eating place, eatery",762,0.548334002494812,0,0.8472585678100586,0,0.8472585678100586
853,1731,ILSVRC2012_val_00000889.JPEG,standard schnauzer,0.8197229504585266,198,standard schnauzer,198,0.8197229504585266,0,0.781965434551239,0,0.781965434551239
854,1732,ILSVRC2012_val_00000962.JPEG,water ouzel,0.9365793466567992,20,"water ouzel, dipper",20,0.9365793466567992,0,0.8188532590866089,0,0.8188532590866089
855,1733,ILSVRC2012_val_00000795.JPEG,trolleybus,0.8671106696128845,874,"trolleybus, trolley coach, trackless trolley",874,0.8671106696128845,0,0.828373908996582,0,0.828373908996582
856,1734,ILSVRC2012_val_00001125.JPEG,cardoon,0.8666663169860841,946,cardoon,946,0.8666663169860841,0,0.7964081168174744,0,0.7964081168174744
857,1735,ILSVRC2012_val_00001091.JPEG,scale,0.905690610408783,778,"scale, weighing machine",778,0.905690610408783,0,0.8182786107063293,0,0.8182786107063293
858,1737,ILSVRC2012_val_00000233.JPEG,snow leopard,0.8395342826843262,289,"snow leopard, ounce, Panthera uncia",289,0.8395342826843262,0,0.7327449917793274,0,0.7327449917793274
859,1739,ILSVRC2012_val_00000986.JPEG,wolf spider,0.2517058253288269,77,"barn spider, Araneus cavaticus",73,0.5446065068244934,0,0.6863059401512146,0,0.6863059401512146
860,1741,ILSVRC2012_val_00001108.JPEG,vine snake,0.01189239788800478,59,green mamba,64,0.319517195224762,0,0.878825843334198,0,0.878825843334198
861,1743,ILSVRC2012_val_00001376.JPEG,street sign,0.8112260699272156,919,street sign,919,0.8112260699272156,0,0.791397213935852,0,0.791397213935852
862,1744,ILSVRC2012_val_00000423.JPEG,bell pepper,0.8452069759368896,945,bell pepper,945,0.8452069759368896,0,0.7753472924232483,0,0.7753472924232483
863,1746,ILSVRC2012_val_00000943.JPEG,tick,0.9019896388053894,78,tick,78,0.9019896388053894,0,0.7886580824851991,0,0.7886580824851991
864,1749,ILSVRC2012_val_00001076.JPEG,pill bottle,0.2221396416425705,720,"saltshaker, salt shaker",773,0.2503067553043365,0,0.849260151386261,0,0.849260151386261
865,1751,ILSVRC2012_val_00000276.JPEG,eft,0.8575485944747925,27,eft,27,0.8575485944747925,0,0.736267626285553,0,0.736267626285553
866,1752,ILSVRC2012_val_00000165.JPEG,broccoli,0.8469898700714111,937,broccoli,937,0.8469898700714111,0,0.7805112600326538,0,0.7805112600326538
867,1753,ILSVRC2012_val_00001348.JPEG,sarong,0.7685068845748901,775,sarong,775,0.7685068845748901,0,0.7903342843055725,0,0.7903342843055725
868,1754,ILSVRC2012_val_00000178.JPEG,Eskimo dog,0.3713236451148987,248,Siberian husky,250,0.4041126072406769,0,0.6763788461685181,0,0.6763788461685181
869,1755,ILSVRC2012_val_00001222.JPEG,Staffordshire bullterrier,0.3833397030830383,179,"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier",180,0.40793225169181824,0,0.7802535891532898,0,0.7802535891532898
870,1757,ILSVRC2012_val_00000991.JPEG,pinwheel,0.8736717104911804,723,pinwheel,723,0.8736717104911804,0,0.777992844581604,0,0.777992844581604
871,1758,ILSVRC2012_val_00000386.JPEG,jellyfish,0.9187235236167908,107,jellyfish,107,0.9187235236167908,0,0.8662524223327637,0,0.8662524223327637
872,1759,ILSVRC2012_val_00001025.JPEG,indri,0.7825561761856079,384,"indri, indris, Indri indri, Indri brevicaudatus",384,0.7825561761856079,0,0.8116564154624939,0,0.8116564154624939
873,1760,ILSVRC2012_val_00000516.JPEG,frying pan,0.6684872508049011,567,"frying pan, frypan, skillet",567,0.6684872508049011,0,0.7860825657844543,0,0.7860825657844543
874,1763,ILSVRC2012_val_00000313.JPEG,valley,0.5262728929519653,979,"valley, vale",979,0.5262728929519653,0,0.8419695496559143,0,0.8419695496559143
875,1765,ILSVRC2012_val_00000876.JPEG,hand blower,0.8760385513305664,589,"hand blower, blow dryer, blow drier, hair dryer, hair drier",589,0.8760385513305664,0,0.7984907627105713,0,0.7984907627105713
876,1766,ILSVRC2012_val_00000841.JPEG,neck brace,0.9506868720054626,678,neck brace,678,0.9506868720054626,0,0.8751737475395203,0,0.8751737475395203
877,1768,ILSVRC2012_val_00000661.JPEG,hog,0.0014437466161325574,341,"silky terrier, Sydney silky",201,0.8476987481117249,0,0.9046008586883544,0,0.9046008586883544
878,1769,ILSVRC2012_val_00000344.JPEG,cocktail shaker,0.839900016784668,503,cocktail shaker,503,0.839900016784668,0,0.7964704632759094,0,0.7964704632759094
879,1771,ILSVRC2012_val_00000368.JPEG,prayer rug,0.8598111271858215,741,"prayer rug, prayer mat",741,0.8598111271858215,0,0.7990806698799133,0,0.7990806698799133
880,1772,ILSVRC2012_val_00001263.JPEG,thimble,0.004035663791000843,855,pill bottle,720,0.3750279545783997,0,0.7569231390953064,0,0.7569231390953064
881,1773,ILSVRC2012_val_00000725.JPEG,Dandie Dinmont,0.7798845171928406,194,"Dandie Dinmont, Dandie Dinmont terrier",194,0.7798845171928406,0,0.8229880928993225,0,0.8229880928993225
882,1774,ILSVRC2012_val_00000638.JPEG,bulbul,0.9022926688194276,16,bulbul,16,0.9022926688194276,0,0.863791823387146,0,0.863791823387146
883,1775,ILSVRC2012_val_00000612.JPEG,Norwich terrier,0.0392378643155098,186,"cairn, cairn terrier",192,0.7339038252830505,0,0.7887064218521118,0,0.7887064218521118
884,1776,ILSVRC2012_val_00001080.JPEG,bottlecap,0.850017249584198,455,bottlecap,455,0.850017249584198,0,0.9142022132873536,0,0.9142022132873536
885,1778,ILSVRC2012_val_00001472.JPEG,sea lion,0.9243451356887816,150,sea lion,150,0.9243451356887816,0,0.8307293653488159,0,0.8307293653488159
886,1783,ILSVRC2012_val_00001346.JPEG,radio,0.1367725431919098,754,CD player,485,0.4491740763187408,0,0.7861534357070923,0,0.7861534357070923
887,1784,ILSVRC2012_val_00001110.JPEG,hammer,0.757736325263977,587,hammer,587,0.757736325263977,0,0.8129094839096069,0,0.8129094839096069
888,1785,ILSVRC2012_val_00001230.JPEG,black stork,0.911194622516632,128,"black stork, Ciconia nigra",128,0.911194622516632,0,0.8144034743309021,0,0.8144034743309021
889,1787,ILSVRC2012_val_00001147.JPEG,Shetland sheepdog,0.8796080350875854,230,"Shetland sheepdog, Shetland sheep dog, Shetland",230,0.8796080350875854,0,0.8027966022491455,0,0.8027966022491455
890,1788,ILSVRC2012_val_00001242.JPEG,confectionery,0.7924936413764954,509,"confectionery, confectionary, candy store",509,0.7924936413764954,0,0.7812024354934692,0,0.7812024354934692
891,1791,ILSVRC2012_val_00000021.JPEG,porcupine,0.958275020122528,334,"porcupine, hedgehog",334,0.958275020122528,0,0.8793478012084961,0,0.8793478012084961
892,1794,ILSVRC2012_val_00000187.JPEG,trailer truck,0.878656268119812,867,"trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi",867,0.878656268119812,0,0.8009534478187561,0,0.8009534478187561
