Item_Number,file,Correct_Category,Estimated_Category,Max_Softmax_Value,Likelihood,In-vs-Out,In-Likelihood,Out-Likelihood
6692,000000220408.jpg,cat,horse,0.997621119,-55.24391174,Out,NA,-55.24391174
6693,000000489482.jpg,car,airplane,0.776683509,10.04346466,Out,NA,10.04346466
6694,000000532009.jpg,pizza,airplane,0.50383842,-30.43548584,Out,NA,-30.43548584
6695,000000451234.jpg,car,horse,0.719562113,-46.84394836,Out,NA,-46.84394836
6696,000000499656.jpg,dog,horse,0.922044098,-24.02563477,Out,NA,-24.02563477
6697,000000040838.jpg,pizza,airplane,0.514203548,-33.15026093,Out,NA,-33.15026093
6698,000000255904.jpg,car,airplane,0.984758019,-29.6895752,Out,NA,-29.6895752
6699,000000154068.jpg,airplane,airplane,0.999019027,-4.388427734,In,-4.388427734,NA
6700,000000376090.jpg,zebra,horse,0.999105632,-0.083999634,Out,NA,-0.083999634
6701,000000189773.jpg,car,horse,0.506635189,-67.26278687,Out,NA,-67.26278687
6702,000000389295.jpg,car,horse,0.937593758,-45.71840668,Out,NA,-45.71840668
6703,000000441544.jpg,book,horse,0.59712255,-13.1605835,Out,NA,-13.1605835
6704,000000130791.jpg,horse,horse,0.999960303,-13.76229095,In,-13.76229095,NA
6705,000000288547.jpg,car,airplane,0.759714186,-10.84580994,Out,NA,-10.84580994
6706,000000550444.jpg,car,horse,0.92248559,-37.20742035,Out,NA,-37.20742035
6707,000000358527.jpg,zebra,horse,0.999054611,-2.961204529,Out,NA,-2.961204529
6708,000000327000.jpg,dog,horse,0.99573344,-26.43564606,Out,NA,-26.43564606
6709,000000260381.jpg,car,airplane,0.993482649,-52.73327637,Out,NA,-52.73327637
6710,000000538965.jpg,book,horse,0.999874592,-62.18258667,Out,NA,-62.18258667
6711,000000514771.jpg,airplane,airplane,0.999795735,48.40245056,In,48.40245056,NA
6712,000000335507.jpg,zebra,horse,0.99940753,7.608837128,Out,NA,7.608837128
6713,000000327029.jpg,pizza,horse,0.712975264,-26.89802551,Out,NA,-26.89802551
6714,000000156963.jpg,car,horse,0.86577487,11.85971069,Out,NA,11.85971069
6715,000000146503.jpg,pizza,horse,0.626330674,-68.26663208,Out,NA,-68.26663208
6716,000000227878.jpg,cat,horse,0.99289304,-31.20155334,Out,NA,-31.20155334
6717,000000106053.jpg,book,airplane,0.716113091,-27.70207214,Out,NA,-27.70207214
6718,000000114341.jpg,book,airplane,0.83098042,-39.36613464,Out,NA,-39.36613464
6719,000000253444.jpg,zebra,horse,0.996692657,-40.52948761,Out,NA,-40.52948761
6720,000000356362.jpg,car,airplane,0.999879956,13.21208954,Out,NA,13.21208954
6721,000000376469.jpg,pizza,airplane,0.565772772,-36.79031372,Out,NA,-36.79031372
6722,000000335690.jpg,horse,horse,0.999964952,-20.42997742,In,-20.42997742,NA
6723,000000024197.jpg,pizza,horse,0.517383873,-41.72157288,Out,NA,-41.72157288
6724,000000464909.jpg,airplane,airplane,0.99996388,34.12050629,In,34.12050629,NA
6725,000000145512.jpg,book,horse,0.995662153,-12.43585205,Out,NA,-12.43585205
6726,000000555583.jpg,car,horse,0.571671903,-23.67247009,Out,NA,-23.67247009
6727,000000432956.jpg,book,horse,0.998031795,-25.1652298,Out,NA,-25.1652298
6728,000000499191.jpg,book,airplane,0.806238592,7.473129272,Out,NA,7.473129272
6729,000000366852.jpg,pizza,horse,0.85906601,-25.43569946,Out,NA,-25.43569946
6730,000000449708.jpg,book,airplane,0.758504212,-18.04367065,Out,NA,-18.04367065
6731,000000454053.jpg,car,airplane,0.67380923,-15.94276428,Out,NA,-15.94276428
6732,000000449870.jpg,dog,horse,0.994101942,2.31350708,Out,NA,2.31350708
6733,000000106194.jpg,zebra,horse,0.999427319,9.268074036,Out,NA,9.268074036
6734,000000425626.jpg,pizza,horse,0.930408835,-44.33932495,Out,NA,-44.33932495
6735,000000204384.jpg,book,horse,0.996187031,-40.12877655,Out,NA,-40.12877655
6736,000000081020.jpg,airplane,airplane,0.999765337,85.85282135,In,85.85282135,NA
6737,000000032757.jpg,pizza,horse,0.841071665,-55.30825806,Out,NA,-55.30825806
6738,000000124952.jpg,car,horse,0.901063263,-24.65380859,Out,NA,-24.65380859
6739,000000244575.jpg,horse,horse,0.999936581,-0.583305359,In,-0.583305359,NA
6740,000000473720.jpg,dog,horse,0.962741375,-7.549873352,Out,NA,-7.549873352
6741,000000277961.jpg,zebra,horse,0.999294043,12.31260681,Out,NA,12.31260681
6742,000000531710.jpg,cat,horse,0.973081112,-70.32434082,Out,NA,-70.32434082
6743,000000064884.jpg,car,airplane,0.781269789,-51.93017578,Out,NA,-51.93017578
6744,000000093000.jpg,car,horse,0.986668229,2.965362549,Out,NA,2.965362549
6745,000000343650.jpg,cake,horse,0.998959303,-43.09229279,Out,NA,-43.09229279
6746,000000522947.jpg,cake,airplane,0.8878932,-64.18089294,Out,NA,-64.18089294
6747,000000228234.jpg,car,airplane,0.998617768,-50.16111755,Out,NA,-50.16111755
6748,000000367977.jpg,laptop,horse,0.999924064,-18.37508392,Out,NA,-18.37508392
6749,000000551590.jpg,car,horse,0.999826252,-34.1762619,Out,NA,-34.1762619
6750,000000048595.jpg,dog,airplane,0.86942786,-41.34742737,Out,NA,-41.34742737
6751,000000288021.jpg,car,horse,0.851351738,-26.61183929,Out,NA,-26.61183929
6752,000000391588.jpg,pizza,horse,0.530106127,-57.78765869,Out,NA,-57.78765869
6753,000000089405.jpg,book,horse,0.999440134,-2.2602005,Out,NA,-2.2602005
6754,000000342996.jpg,book,horse,0.982549071,-47.73141479,Out,NA,-47.73141479
6755,000000260716.jpg,car,airplane,0.542229474,-24.05871582,Out,NA,-24.05871582
6756,000000358781.jpg,car,horse,0.973408759,-22.4127121,Out,NA,-22.4127121
6757,000000310759.jpg,book,horse,0.698260844,-22.45185852,Out,NA,-22.45185852
6758,000000317715.jpg,cat,horse,0.924255013,-96.81515503,Out,NA,-96.81515503
6759,000000385141.jpg,car,horse,0.938827753,-43.43099976,Out,NA,-43.43099976
6760,000000158466.jpg,car,horse,0.999612987,-54.73617554,Out,NA,-54.73617554
6761,000000094156.jpg,car,airplane,0.508010387,-2.447181702,Out,NA,-2.447181702
6762,000000554537.jpg,car,airplane,0.667079628,-25.89483643,Out,NA,-25.89483643
6763,000000092752.jpg,car,airplane,0.767682433,-55.91540527,Out,NA,-55.91540527
6764,000000465225.jpg,dog,airplane,0.747133315,-20.39144135,Out,NA,-20.39144135
6765,000000170476.jpg,book,airplane,0.642622769,-43.66419983,Out,NA,-43.66419983
6766,000000154419.jpg,book,horse,0.953632057,-16.41137695,Out,NA,-16.41137695
6767,000000453332.jpg,car,horse,0.693540573,-10.60436249,Out,NA,-10.60436249
6768,000000548672.jpg,cat,airplane,0.907007337,-39.14299011,Out,NA,-39.14299011
6769,000000350268.jpg,pizza,horse,0.892290711,-0.428115845,Out,NA,-0.428115845
6770,000000490654.jpg,book,horse,0.951285839,-25.45851898,Out,NA,-25.45851898
6771,000000571797.jpg,laptop,airplane,0.772009134,-19.94498444,Out,NA,-19.94498444
6772,000000007710.jpg,horse,horse,0.999779761,-20.66761017,In,-20.66761017,NA
6773,000000236340.jpg,laptop,airplane,0.542199612,-11.80509186,Out,NA,-11.80509186
6774,000000188587.jpg,car,airplane,0.998498678,-1.509223938,Out,NA,-1.509223938
6775,000000351489.jpg,book,horse,0.984253764,-18.07829285,Out,NA,-18.07829285
6776,000000212229.jpg,cat,horse,0.99935931,-21.87680817,Out,NA,-21.87680817
6777,000000514230.jpg,zebra,horse,0.999244332,13.06226349,Out,NA,13.06226349
6778,000000081660.jpg,airplane,airplane,0.999854326,7.916236877,In,7.916236877,NA
6779,000000063587.jpg,zebra,horse,0.99992013,-3.621101379,Out,NA,-3.621101379
6780,000000113962.jpg,pizza,horse,0.610904753,-22.90559387,Out,NA,-22.90559387
6781,000000212445.jpg,horse,horse,0.999965191,-15.00473785,In,-15.00473785,NA
6782,000000286717.jpg,laptop,horse,0.904564679,-16.49465179,Out,NA,-16.49465179
6783,000000547155.jpg,zebra,horse,0.998783767,19.06751633,Out,NA,19.06751633
6784,000000024428.jpg,car,horse,0.54225421,-61.45936584,Out,NA,-61.45936584
6785,000000474963.jpg,book,horse,0.989988923,-25.16702271,Out,NA,-25.16702271
6786,000000129544.jpg,car,horse,0.986498594,-9.720924377,Out,NA,-9.720924377
6787,000000055695.jpg,book,horse,0.994686842,-29.95868683,Out,NA,-29.95868683
6788,000000326913.jpg,horse,horse,0.999913573,-27.35186005,In,-27.35186005,NA
6789,000000353561.jpg,car,horse,0.694466412,2.156013489,Out,NA,2.156013489
6790,000000514125.jpg,cat,horse,0.891507149,-47.57447815,Out,NA,-47.57447815
6791,000000327663.jpg,horse,horse,0.999974728,-32.41567993,In,-32.41567993,NA
6792,000000335610.jpg,zebra,horse,0.998264968,20.46171188,Out,NA,20.46171188
6793,000000196226.jpg,book,horse,0.602823615,-35.98023224,Out,NA,-35.98023224
6794,000000498641.jpg,book,horse,0.994962096,-14.51467896,Out,NA,-14.51467896
6795,000000564655.jpg,cat,airplane,0.516284168,-1.992897034,Out,NA,-1.992897034
6796,000000563447.jpg,horse,horse,0.999903202,-67.21398926,In,-67.21398926,NA
6797,000000062132.jpg,car,horse,0.956991673,-37.88044739,Out,NA,-37.88044739
6798,000000138064.jpg,laptop,airplane,0.724556386,-24.45726776,Out,NA,-24.45726776
6799,000000563791.jpg,dog,horse,0.535256803,-11.10411835,Out,NA,-11.10411835
6800,000000224000.jpg,car,horse,0.967143357,-21.68372345,Out,NA,-21.68372345
6801,000000548498.jpg,book,airplane,0.925434351,-57.10147095,Out,NA,-57.10147095
6802,000000539596.jpg,cake,airplane,0.596128821,-74.06489563,Out,NA,-74.06489563
6803,000000156885.jpg,car,horse,0.981977105,-16.05259705,Out,NA,-16.05259705
6804,000000187518.jpg,book,horse,0.999757349,-32.03134918,Out,NA,-32.03134918
6805,000000029821.jpg,car,airplane,0.553518474,-6.175117493,Out,NA,-6.175117493
6806,000000319096.jpg,laptop,airplane,0.729148209,-12.8167572,Out,NA,-12.8167572
6807,000000550543.jpg,car,airplane,0.895157039,-24.71533203,Out,NA,-24.71533203
6808,000000327183.jpg,cake,horse,0.735059619,-58.17314911,Out,NA,-58.17314911
6809,000000367071.jpg,cake,horse,0.989999473,-43.93754578,Out,NA,-43.93754578
6810,000000163728.jpg,cat,horse,0.80418396,-14.12569427,Out,NA,-14.12569427
6811,000000356849.jpg,car,horse,0.999570191,-14.55082703,Out,NA,-14.55082703
6812,000000432732.jpg,zebra,horse,0.999510765,-3.176200867,Out,NA,-3.176200867
6813,000000351972.jpg,book,horse,0.998857975,26.93093491,Out,NA,26.93093491
6814,000000095506.jpg,car,airplane,0.924368262,-49.64509583,Out,NA,-49.64509583
6815,000000064635.jpg,car,airplane,0.863524795,-53.51777649,Out,NA,-53.51777649
6816,000000556143.jpg,book,airplane,0.609807909,13.28855896,Out,NA,13.28855896
6817,000000539729.jpg,airplane,airplane,0.99965167,85.2590332,In,85.2590332,NA
6818,000000350930.jpg,dog,horse,0.993394792,-68.52430725,Out,NA,-68.52430725
6819,000000422899.jpg,car,airplane,0.999601781,101.9483948,Out,NA,101.9483948
6820,000000391161.jpg,car,airplane,0.882555664,-32.81053925,Out,NA,-32.81053925
6821,000000293249.jpg,laptop,horse,0.985505164,-0.200881958,Out,NA,-0.200881958
6822,000000128312.jpg,car,horse,0.767502487,-10.64983368,Out,NA,-10.64983368
6823,000000517835.jpg,car,airplane,0.713541627,-28.93408966,Out,NA,-28.93408966
6824,000000350619.jpg,pizza,horse,0.639091372,-34.21451569,Out,NA,-34.21451569
6825,000000287970.jpg,car,horse,0.683849692,-39.56546783,Out,NA,-39.56546783
6826,000000258794.jpg,car,horse,0.808446467,-26.22901154,Out,NA,-26.22901154
6827,000000180179.jpg,zebra,horse,0.999486566,-22.3237381,Out,NA,-22.3237381
6828,000000514327.jpg,horse,horse,0.999909282,-14.07655334,In,-14.07655334,NA
6829,000000137970.jpg,cat,horse,0.798427224,6.845809937,Out,NA,6.845809937
6830,000000269862.jpg,pizza,horse,0.871536255,-42.17831421,Out,NA,-42.17831421
6831,000000482734.jpg,airplane,airplane,0.999885559,86.87447357,In,86.87447357,NA
6832,000000391435.jpg,laptop,horse,0.946882248,3.7914505,Out,NA,3.7914505
6833,000000014713.jpg,book,horse,0.994749248,-0.020401001,Out,NA,-0.020401001
6834,000000486045.jpg,car,horse,0.990917265,-14.04714966,Out,NA,-14.04714966
6835,000000581256.jpg,book,horse,0.997109115,-0.947982788,Out,NA,-0.947982788
6836,000000081886.jpg,dog,airplane,0.603066504,10.81891632,Out,NA,10.81891632
6837,000000096453.jpg,horse,horse,0.999067247,18.81380081,In,18.81380081,NA
6838,000000451574.jpg,car,airplane,0.999430239,99.12408447,Out,NA,99.12408447
6839,000000007740.jpg,cat,airplane,0.578749895,10.56796265,Out,NA,10.56796265
6840,000000353907.jpg,car,horse,0.928680837,9.645847321,Out,NA,9.645847321
6841,000000081398.jpg,cake,horse,0.902218342,-35.55973816,Out,NA,-35.55973816
6842,000000555358.jpg,pizza,horse,0.790497661,-12.1365509,Out,NA,-12.1365509
6843,000000055808.jpg,cake,horse,0.999849916,-34.04537964,Out,NA,-34.04537964
6844,000000418109.jpg,car,airplane,0.987981737,-4.661956787,Out,NA,-4.661956787
6845,000000465335.jpg,dog,horse,0.566798925,-29.41723633,Out,NA,-29.41723633
6846,000000204321.jpg,horse,horse,0.999983311,-30.09158325,In,-30.09158325,NA
6847,000000294053.jpg,car,airplane,0.978410184,-16.89307404,Out,NA,-16.89307404
6848,000000057361.jpg,car,horse,0.935641706,-55.25628662,Out,NA,-55.25628662
6849,000000105465.jpg,airplane,airplane,0.999607861,-92.83442688,In,-92.83442688,NA
6850,000000292977.jpg,car,horse,0.906709731,-54.73487854,Out,NA,-54.73487854
6851,000000581486.jpg,book,horse,0.530121207,-31.78318787,Out,NA,-31.78318787
6852,000000383073.jpg,pizza,airplane,0.645949483,-23.19366455,Out,NA,-23.19366455
6853,000000236535.jpg,airplane,airplane,0.999587953,8.082351685,In,8.082351685,NA
6854,000000222703.jpg,car,horse,0.613626778,-30.54377747,Out,NA,-30.54377747
6855,000000572861.jpg,horse,horse,0.999314904,42.71921539,In,42.71921539,NA
6856,000000171936.jpg,book,horse,0.995183766,-22.92232513,Out,NA,-22.92232513
6857,000000327455.jpg,book,horse,0.994467974,20.29881287,Out,NA,20.29881287
6858,000000285891.jpg,pizza,airplane,0.727347612,-30.41578674,Out,NA,-30.41578674
6859,000000564301.jpg,dog,horse,0.995855749,-63.89640808,Out,NA,-63.89640808
6860,000000126907.jpg,car,airplane,0.957031488,-60.81030273,Out,NA,-60.81030273
6861,000000031567.jpg,car,horse,0.999670625,-27.49234772,Out,NA,-27.49234772
6862,000000255036.jpg,car,airplane,0.954991579,-51.54400635,Out,NA,-51.54400635
6863,000000343166.jpg,airplane,airplane,0.999431908,99.67879486,In,99.67879486,NA
6864,000000015978.jpg,cat,horse,0.596334875,-45.46520996,Out,NA,-45.46520996
6865,000000106219.jpg,horse,horse,0.999986768,-19.90640259,In,-19.90640259,NA
6866,000000342098.jpg,laptop,horse,0.905269742,-36.52313232,Out,NA,-36.52313232
6867,000000228002.jpg,airplane,airplane,0.998837292,18.14483643,In,18.14483643,NA
6868,000000237505.jpg,cat,horse,0.999004304,-47.78346252,Out,NA,-47.78346252
6869,000000342165.jpg,horse,horse,0.999940276,-4.464569092,In,-4.464569092,NA
6870,000000155488.jpg,car,airplane,0.842579365,-44.63729858,Out,NA,-44.63729858
6871,000000531070.jpg,zebra,horse,0.999526501,-4.230369568,Out,NA,-4.230369568
6872,000000423341.jpg,car,horse,0.625709295,-26.08692169,Out,NA,-26.08692169
6873,000000188482.jpg,car,airplane,0.949092031,-31.871521,Out,NA,-31.871521
6874,000000293283.jpg,pizza,horse,0.893767416,-40.10221863,Out,NA,-40.10221863
6875,000000499656.jpg,book,horse,0.922044098,-24.02563477,Out,NA,-24.02563477
6876,000000031434.jpg,book,horse,0.997258782,-31.71543884,Out,NA,-31.71543884
6877,000000089092.jpg,airplane,airplane,0.999614358,96.98245239,In,96.98245239,NA
6878,000000155739.jpg,car,horse,0.98511374,-37.21955109,Out,NA,-37.21955109
6879,000000333580.jpg,book,horse,0.972507894,-23.84342957,Out,NA,-23.84342957
6880,000000252265.jpg,cat,horse,0.979364216,-48.23806,Out,NA,-48.23806
6881,000000219474.jpg,cat,horse,0.608287215,-61.41430664,Out,NA,-61.41430664
6882,000000219590.jpg,cake,horse,0.992174387,-13.52080536,Out,NA,-13.52080536
6883,000000189850.jpg,car,airplane,0.927545547,-49.32347107,Out,NA,-49.32347107
6884,000000047974.jpg,book,horse,0.966690421,-10.50049591,Out,NA,-10.50049591
6885,000000091547.jpg,car,horse,0.982717454,-33.57311249,Out,NA,-33.57311249
6886,000000179576.jpg,dog,horse,0.982609749,-17.49559021,Out,NA,-17.49559021
6887,000000287434.jpg,car,horse,0.622203708,-15.05773163,Out,NA,-15.05773163
6888,000000572279.jpg,airplane,airplane,0.99985373,9.10231781,In,9.10231781,NA
6889,000000130972.jpg,car,horse,0.791223168,-49.44438934,Out,NA,-49.44438934
6890,000000548500.jpg,dog,horse,0.967265069,-40.55336761,Out,NA,-40.55336761
6891,000000203702.jpg,zebra,horse,0.999337375,16.19803619,Out,NA,16.19803619
6892,000000006608.jpg,book,horse,0.683609426,-84.65615845,Out,NA,-84.65615845
6893,000000531614.jpg,cat,airplane,0.812724411,-55.26425171,Out,NA,-55.26425171
6894,000000359005.jpg,car,airplane,0.904343963,-60.56085205,Out,NA,-60.56085205
6895,000000490280.jpg,laptop,airplane,0.516562104,-21.58289337,Out,NA,-21.58289337
6896,000000390494.jpg,car,horse,0.930583894,-39.67591858,Out,NA,-39.67591858
6897,000000252679.jpg,laptop,horse,0.67891562,-23.89779663,Out,NA,-23.89779663
6898,000000031188.jpg,pizza,horse,0.873495042,-28.86975098,Out,NA,-28.86975098
6899,000000171262.jpg,dog,horse,0.749644339,-19.53044128,Out,NA,-19.53044128
6900,000000433805.jpg,dog,horse,0.999807894,-36.9317627,Out,NA,-36.9317627
6901,000000097250.jpg,zebra,horse,0.999291062,6.712944031,Out,NA,6.712944031
6902,000000293647.jpg,car,airplane,0.770418108,-29.83375549,Out,NA,-29.83375549
6903,000000031919.jpg,horse,horse,0.999920845,-25.15454865,In,-25.15454865,NA
6904,000000047767.jpg,pizza,airplane,0.837380052,-8.005554199,Out,NA,-8.005554199
6905,000000170640.jpg,dog,horse,0.996890008,-23.45505524,Out,NA,-23.45505524
6906,000000359851.jpg,car,horse,0.946299493,-26.66860199,Out,NA,-26.66860199
6907,000000540122.jpg,book,horse,0.744964719,-60.84992981,Out,NA,-60.84992981
6908,000000556091.jpg,laptop,horse,0.60021013,11.3787117,Out,NA,11.3787117
6909,000000506296.jpg,dog,horse,0.99747169,-29.99452209,Out,NA,-29.99452209
6910,000000236961.jpg,cake,horse,0.99552238,-67.40602112,Out,NA,-67.40602112
6911,000000157260.jpg,car,horse,0.947214127,-25.07929993,Out,NA,-25.07929993
6912,000000564273.jpg,cat,horse,0.998838246,-39.11595154,Out,NA,-39.11595154
6913,000000322725.jpg,car,horse,0.927714825,-45.56824493,Out,NA,-45.56824493
6914,000000269871.jpg,horse,horse,0.998344183,-22.71115112,In,-22.71115112,NA
6915,000000383930.jpg,horse,horse,0.999693394,21.00499725,In,21.00499725,NA
6916,000000179693.jpg,pizza,horse,0.771914423,-15.15625,Out,NA,-15.15625
6917,000000055575.jpg,zebra,horse,0.999997973,-45.07188416,Out,NA,-45.07188416
6918,000000223288.jpg,car,horse,0.816279352,-18.49545288,Out,NA,-18.49545288
6919,000000442104.jpg,laptop,airplane,0.616653204,-18.96392822,Out,NA,-18.96392822
6920,000000187177.jpg,dog,horse,0.999905229,-44.13866425,Out,NA,-44.13866425
6921,000000353231.jpg,car,airplane,0.80092907,-31.22145081,Out,NA,-31.22145081
6922,000000327526.jpg,horse,horse,0.99759227,-13.92747498,In,-13.92747498,NA
6923,000000448535.jpg,cake,horse,0.98530978,-45.38201904,Out,NA,-45.38201904
6924,000000114119.jpg,cat,horse,0.978744864,-4.636413574,Out,NA,-4.636413574
6925,000000089870.jpg,book,horse,0.989949584,-4.972511292,Out,NA,-4.972511292
6926,000000105108.jpg,dog,airplane,0.716900289,-21.14125061,Out,NA,-21.14125061
6927,000000190064.jpg,car,horse,0.752338171,-62.41531372,Out,NA,-62.41531372
6928,000000113442.jpg,zebra,horse,0.846469283,-26.47258759,Out,NA,-26.47258759
6929,000000064440.jpg,airplane,airplane,0.999751747,105.8486786,In,105.8486786,NA
6930,000000573206.jpg,pizza,horse,0.770164847,-30.67474365,Out,NA,-30.67474365
6931,000000360002.jpg,dog,horse,0.99560225,-47.5692215,Out,NA,-47.5692215
6932,000000080624.jpg,pizza,horse,0.995478809,-50.57585907,Out,NA,-50.57585907
6933,000000196393.jpg,cat,horse,0.922180831,-16.77875519,Out,NA,-16.77875519
6934,000000277688.jpg,dog,horse,0.999399304,48.56150818,Out,NA,48.56150818
6935,000000154888.jpg,book,horse,0.986863256,-37.07852173,Out,NA,-37.07852173
6936,000000048129.jpg,cake,horse,0.868426442,-46.81672668,Out,NA,-46.81672668
6937,000000457861.jpg,cake,horse,0.89638257,-5.849769592,Out,NA,-5.849769592
6938,000000310890.jpg,horse,horse,0.998964787,21.96469116,In,21.96469116,NA
6939,000000006602.jpg,horse,horse,0.991852224,-16.47900391,In,-16.47900391,NA
6940,000000565230.jpg,airplane,airplane,0.999694109,35.38876724,In,35.38876724,NA
6941,000000547764.jpg,laptop,horse,0.68170023,-27.81363678,Out,NA,-27.81363678
6942,000000322337.jpg,car,horse,0.997003734,-36.20302582,Out,NA,-36.20302582
6943,000000080123.jpg,cake,horse,0.98949033,-42.37652588,Out,NA,-42.37652588
6944,000000048491.jpg,zebra,horse,0.999008894,9.22668457,Out,NA,9.22668457
6945,000000261431.jpg,car,horse,0.724067748,-27.40539551,Out,NA,-27.40539551
6946,000000179037.jpg,pizza,airplane,0.842620432,-54.67796326,Out,NA,-54.67796326
6947,000000523026.jpg,horse,horse,0.986296535,-7.60269165,In,-7.60269165,NA
6948,000000268413.jpg,pizza,horse,0.952833951,-42.89489746,Out,NA,-42.89489746
6949,000000154770.jpg,zebra,horse,0.99954164,-10.86245728,Out,NA,-10.86245728
6950,000000317527.jpg,dog,horse,0.994900048,-49.51379395,Out,NA,-49.51379395
6951,000000130534.jpg,laptop,horse,0.719465971,-28.82529449,Out,NA,-28.82529449
6952,000000064170.jpg,car,horse,0.982704222,-12.70987701,Out,NA,-12.70987701
6953,000000130534.jpg,book,horse,0.719465971,-28.82529449,Out,NA,-28.82529449
6954,000000163474.jpg,car,horse,0.999116957,-46.34017181,Out,NA,-46.34017181
6955,000000563816.jpg,pizza,horse,0.51067555,-36.5355072,Out,NA,-36.5355072
6956,000000090020.jpg,car,horse,0.849516869,-27.37826538,Out,NA,-27.37826538
6957,000000097131.jpg,car,horse,0.545313358,-29.33350372,Out,NA,-29.33350372
6958,000000449424.jpg,laptop,horse,0.778042257,-14.21151733,Out,NA,-14.21151733
6959,000000318162.jpg,book,horse,0.998573184,-3.734375,Out,NA,-3.734375
6960,000000572702.jpg,cat,horse,0.976164937,-15.54494476,Out,NA,-15.54494476
6961,000000191758.jpg,car,horse,0.999928355,-29.16415405,Out,NA,-29.16415405
6962,000000081224.jpg,horse,horse,0.865810692,-28.21677399,In,-28.21677399,NA
6963,000000416869.jpg,airplane,airplane,0.999860883,78.81988525,In,78.81988525,NA
6964,000000146586.jpg,zebra,horse,0.99968183,-2.210235596,Out,NA,-2.210235596
6965,000000409568.jpg,cat,horse,0.973791361,-14.1061554,Out,NA,-14.1061554
6966,000000244646.jpg,laptop,horse,0.701956689,-19.74966431,Out,NA,-19.74966431
6967,000000553735.jpg,car,airplane,0.642994881,-41.99191284,Out,NA,-41.99191284
6968,000000158198.jpg,car,airplane,0.961825013,-16.89182281,Out,NA,-16.89182281
6969,000000400489.jpg,dog,horse,0.998341918,-3.739006042,Out,NA,-3.739006042
6970,000000482561.jpg,cat,horse,0.952762187,-22.41484833,Out,NA,-22.41484833
6971,000000113369.jpg,pizza,airplane,0.853797793,-42.75059509,Out,NA,-42.75059509
6972,000000211632.jpg,book,horse,0.999983549,-29.23631287,Out,NA,-29.23631287
6973,000000425131.jpg,car,horse,0.60410279,5.564334869,Out,NA,5.564334869
6974,000000522703.jpg,pizza,horse,0.940292001,-33.47438049,Out,NA,-33.47438049
6975,000000257109.jpg,car,horse,0.697829604,-14.24195862,Out,NA,-14.24195862
6976,000000138704.jpg,laptop,horse,0.561631382,-18.86442566,Out,NA,-18.86442566
6977,000000286022.jpg,pizza,airplane,0.522167921,-24.28400421,Out,NA,-24.28400421
6978,000000335683.jpg,airplane,airplane,0.999291182,114.9336853,In,114.9336853,NA
6979,000000392871.jpg,dog,horse,0.96229285,-78.32142639,Out,NA,-78.32142639
6980,000000465007.jpg,laptop,airplane,0.887313843,-15.73839569,Out,NA,-15.73839569
6981,000000515470.jpg,book,horse,0.997780025,-49.28439331,Out,NA,-49.28439331
6982,000000278365.jpg,pizza,horse,0.943624675,-41.80138397,Out,NA,-41.80138397
6983,000000416345.jpg,cat,horse,0.882493138,-26.88653564,Out,NA,-26.88653564
6984,000000327539.jpg,airplane,airplane,0.99994278,47.13500977,In,47.13500977,NA
6985,000000277623.jpg,dog,horse,0.962037683,-151.0408936,Out,NA,-151.0408936
6986,000000458132.jpg,car,horse,0.930371821,-17.52875519,Out,NA,-17.52875519
6987,000000179331.jpg,dog,horse,0.995650351,-34.57813263,Out,NA,-34.57813263
6988,000000276806.jpg,cake,airplane,0.627187967,-54.09768677,Out,NA,-54.09768677
6989,000000442214.jpg,dog,horse,0.585699439,-14.89562988,Out,NA,-14.89562988
6990,000000160009.jpg,car,horse,0.705452979,-62.71212769,Out,NA,-62.71212769
6991,000000342126.jpg,book,horse,0.995371282,-25.27736664,Out,NA,-25.27736664
6992,000000318811.jpg,book,horse,0.865451276,-32.78573608,Out,NA,-32.78573608
6993,000000170605.jpg,airplane,airplane,0.998690426,-13.96302032,In,-13.96302032,NA
6994,000000423630.jpg,car,horse,0.998305678,-60.63510132,Out,NA,-60.63510132
6995,000000449347.jpg,book,horse,0.962059855,-26.54580688,Out,NA,-26.54580688
6996,000000383210.jpg,horse,horse,0.999687076,5.712036133,In,5.712036133,NA
6997,000000530913.jpg,cat,horse,0.982892275,-23.01654053,Out,NA,-23.01654053
6998,000000212292.jpg,laptop,airplane,0.751134753,-5.128112793,Out,NA,-5.128112793
6999,000000301575.jpg,cat,horse,0.872743249,-42.70175171,Out,NA,-42.70175171
7000,000000408206.jpg,airplane,airplane,0.999740303,96.2294693,In,96.2294693,NA
7001,000000287519.jpg,car,horse,0.964352906,-21.37056732,Out,NA,-21.37056732
7002,000000553534.jpg,car,airplane,0.737730026,-19.16654968,Out,NA,-19.16654968
7003,000000269417.jpg,dog,airplane,0.557150006,-68.73397827,Out,NA,-68.73397827
7004,000000073503.jpg,horse,horse,0.986403704,-7.757148743,In,-7.757148743,NA
7005,000000032727.jpg,cat,horse,0.999863625,-20.17996979,Out,NA,-20.17996979
7006,000000121904.jpg,book,horse,0.872755766,-68.45335388,Out,NA,-68.45335388
7007,000000286176.jpg,pizza,horse,0.984235168,-20.65795898,Out,NA,-20.65795898
7008,000000154274.jpg,cake,airplane,0.778734565,-28.3302002,Out,NA,-28.3302002
7009,000000448657.jpg,horse,horse,0.998900652,-41.61310577,In,-41.61310577,NA
7010,000000196331.jpg,dog,horse,0.999787152,-19.26696777,Out,NA,-19.26696777
