,Item_Number,file,Correct_Category,Estimated_Category,Max_Softmax_Value,Likelihood,In-vs-Out,In-Likelihood,Out-Likelihood,Mean_Part,Min_Part,Quarter_Part,
0,4102,000000335323.jpg,airplane,airplane,1,106.0211487,In,106.0211487,NA,In,In,In,
0,4103,000000466191.jpg,cat,airplane,0.827075124,-33.11883545,Out,NA,-33.11883545,Out,Out,In,
0,4104,000000522137.jpg,car,horse,0.992772281,-55.09089661,Out,NA,-55.09089661,Out,Out,Out,
0,4105,000000220226.jpg,book,airplane,0.999999404,-66.7053833,Out,NA,-66.7053833,Out,Out,Out,
0,4106,000000162551.jpg,cake,airplane,0.999657869,-84.4511261,Out,NA,-84.4511261,Out,Out,Out,
0,4107,000000220917.jpg,laptop,airplane,0.999806225,-83.47538757,Out,NA,-83.47538757,Out,Out,Out,
0,4108,000000081128.jpg,dog,airplane,0.804593205,-2.345687866,Out,NA,-2.345687866,In,In,In,
0,4109,000000309437.jpg,zebra,airplane,0.876600862,-73.48286438,Out,NA,-73.48286438,Out,Out,Out,
0,4110,000000031451.jpg,car,horse,0.996836901,-19.53070068,Out,NA,-19.53070068,Out,Out,In,
0,4111,000000342098.jpg,book,airplane,0.998919845,-28.35676575,Out,NA,-28.35676575,Out,Out,In,
0,4112,000000090058.jpg,zebra,horse,0.99906975,58.29108429,Out,NA,58.29108429,In,In,In,
0,4113,000000368510.jpg,book,airplane,0.999988794,-18.32499695,Out,NA,-18.32499695,Out,Out,In,
0,4114,000000194848.jpg,cat,horse,0.843625188,-50.70025635,Out,NA,-50.70025635,Out,Out,In,
0,4115,000000228098.jpg,airplane,airplane,1,-33.87921143,In,-33.87921143,NA,Out,Out,In,
0,4116,000000425914.jpg,cat,horse,0.995959103,-97.04904175,Out,NA,-97.04904175,Out,Out,Out,
0,4117,000000088913.jpg,pizza,horse,0.999949813,-118.7605591,Out,NA,-118.7605591,Out,Out,Out,
0,4118,000000129108.jpg,car,horse,0.996801853,-71.00814819,Out,NA,-71.00814819,Out,Out,Out,
0,4119,000000090237.jpg,car,airplane,1,-86.00306702,Out,NA,-86.00306702,Out,Out,Out,
0,4120,000000285395.jpg,cake,airplane,0.604626596,-125.0277863,Out,NA,-125.0277863,Out,Out,Out,
0,4121,000000515993.jpg,cake,horse,0.988679469,-74.67608643,Out,NA,-74.67608643,Out,Out,Out,
0,4122,000000408235.jpg,laptop,airplane,0.975117028,-127.8996124,Out,NA,-127.8996124,Out,Out,Out,
0,4123,000000162282.jpg,book,airplane,0.996864617,-127.9829559,Out,NA,-127.9829559,Out,Out,Out,
0,4124,000000442080.jpg,horse,horse,0.999999523,-13.75311279,In,-13.75311279,NA,In,In,In,
0,4125,000000047511.jpg,book,airplane,1,-115.7573395,Out,NA,-115.7573395,Out,Out,Out,
0,4126,000000458338.jpg,car,airplane,0.993184268,-105.0501556,Out,NA,-105.0501556,Out,Out,Out,
0,4127,000000259811.jpg,car,airplane,0.581978619,-129.2193146,Out,NA,-129.2193146,Out,Out,Out,
0,4128,000000499705.jpg,cake,airplane,0.998525679,-140.4798737,Out,NA,-140.4798737,Out,Out,Out,
0,4129,000000288416.jpg,car,airplane,0.997741103,-39.01225281,Out,NA,-39.01225281,Out,Out,In,
0,4130,000000449610.jpg,book,airplane,0.999143362,-86.13465881,Out,NA,-86.13465881,Out,Out,Out,
0,4131,000000244050.jpg,horse,horse,0.999999881,-6.71206665,In,-6.71206665,NA,In,In,In,
0,4132,000000095267.jpg,car,airplane,0.999857068,-76.17915344,Out,NA,-76.17915344,Out,Out,Out,
0,4133,000000572352.jpg,laptop,horse,0.942108572,-78.55307007,Out,NA,-78.55307007,Out,Out,Out,
0,4134,000000359772.jpg,cat,airplane,0.995051205,-63.568573,Out,NA,-63.568573,Out,Out,Out,
0,4135,000000153879.jpg,book,airplane,0.99446857,-56.02790833,Out,NA,-56.02790833,Out,Out,Out,
0,4136,000000440810.jpg,book,horse,0.995969057,-66.37878418,Out,NA,-66.37878418,Out,Out,Out,
0,4137,000000220072.jpg,dog,airplane,1,-32.24754333,Out,NA,-32.24754333,Out,Out,In,
0,4138,000000540538.jpg,dog,horse,0.975306034,-139.0629272,Out,NA,-139.0629272,Out,Out,Out,
0,4139,000000188189.jpg,laptop,horse,0.98364383,-88.17553711,Out,NA,-88.17553711,Out,Out,Out,
0,4140,000000335009.jpg,dog,horse,1,-56.87155151,Out,NA,-56.87155151,Out,Out,Out,
0,4141,000000334011.jpg,horse,horse,0.999973416,-25.83641052,In,-25.83641052,NA,Out,Out,In,
0,4142,000000055607.jpg,book,horse,0.72909677,-50.23277283,Out,NA,-50.23277283,Out,Out,In,
0,4143,000000531594.jpg,book,horse,0.809353054,-95.03533936,Out,NA,-95.03533936,Out,Out,Out,
0,4144,000000523677.jpg,pizza,horse,0.975679934,-113.6086731,Out,NA,-113.6086731,Out,Out,Out,
0,4145,000000417520.jpg,cat,horse,0.999505758,-95.5043335,Out,NA,-95.5043335,Out,Out,Out,
0,4146,000000392841.jpg,airplane,airplane,0.999997616,97.76203918,In,97.76203918,NA,In,In,In,
0,4147,000000088920.jpg,horse,horse,0.999900937,12.91928101,In,12.91928101,NA,In,In,In,
0,4148,000000211760.jpg,pizza,airplane,0.95284152,-138.8527985,Out,NA,-138.8527985,Out,Out,Out,
0,4149,000000375185.jpg,cat,horse,0.888590097,-85.52023315,Out,NA,-85.52023315,Out,Out,Out,
0,4150,000000441965.jpg,pizza,airplane,0.780865014,-90.29319763,Out,NA,-90.29319763,Out,Out,Out,
0,4151,000000293975.jpg,laptop,airplane,0.999974847,-36.77482605,Out,NA,-36.77482605,Out,Out,In,
0,4152,000000195137.jpg,zebra,horse,0.999881983,65.83765411,Out,NA,65.83765411,In,In,In,
0,4153,000000106296.jpg,cat,airplane,0.933847785,-103.5463104,Out,NA,-103.5463104,Out,Out,Out,
0,4154,000000522530.jpg,horse,horse,1,-41.66253662,In,-41.66253662,NA,Out,Out,In,
0,4155,000000088925.jpg,book,horse,0.874343395,-88.21070862,Out,NA,-88.21070862,Out,Out,Out,
0,4156,000000484158.jpg,car,horse,0.726892889,-16.72467041,Out,NA,-16.72467041,Out,In,In,
0,4157,000000047333.jpg,laptop,horse,0.526231706,-82.59359741,Out,NA,-82.59359741,Out,Out,Out,
0,4158,000000170451.jpg,airplane,airplane,1,49.39472961,In,49.39472961,NA,In,In,In,
0,4159,000000203948.jpg,laptop,airplane,0.972202003,-89.43635559,Out,NA,-89.43635559,Out,Out,Out,
0,4160,000000353288.jpg,car,horse,0.999994636,-82.53820801,Out,NA,-82.53820801,Out,Out,Out,
0,4161,000000452621.jpg,car,airplane,0.954850912,-47.79724121,Out,NA,-47.79724121,Out,Out,In,
0,4162,000000228943.jpg,book,horse,0.988127649,-70.31771851,Out,NA,-70.31771851,Out,Out,Out,
0,4163,000000145978.jpg,airplane,airplane,0.999999404,40.1598053,In,40.1598053,NA,In,In,In,
0,4164,000000418074.jpg,car,airplane,1,-76.13972473,Out,NA,-76.13972473,Out,Out,Out,
0,4165,000000292928.jpg,car,airplane,0.999999881,-151.0554352,Out,NA,-151.0554352,Out,Out,Out,
0,4166,000000385389.jpg,car,airplane,0.992535353,-48.84794617,Out,NA,-48.84794617,Out,Out,In,
0,4167,000000237284.jpg,cat,airplane,0.595775783,-121.6396637,Out,NA,-121.6396637,Out,Out,Out,
0,4168,000000235795.jpg,pizza,airplane,0.807748258,-132.1763458,Out,NA,-132.1763458,Out,Out,Out,
0,4169,000000260969.jpg,car,horse,0.776298642,-99.83874512,Out,NA,-99.83874512,Out,Out,Out,
0,4170,000000162944.jpg,zebra,horse,0.999863744,74.31893921,Out,NA,74.31893921,In,In,In,
0,4171,000000137967.jpg,book,airplane,0.999998689,-4.463851929,Out,NA,-4.463851929,In,In,In,
0,4172,000000376643.jpg,cat,horse,0.999981761,-99.36328125,Out,NA,-99.36328125,Out,Out,Out,
0,4173,000000391269.jpg,book,airplane,0.659133255,-89.78535461,Out,NA,-89.78535461,Out,Out,Out,
0,4174,000000335815.jpg,cake,airplane,0.999999285,-145.5548859,Out,NA,-145.5548859,Out,Out,Out,
0,4175,000000080234.jpg,cat,airplane,0.999533892,-44.51106262,Out,NA,-44.51106262,Out,Out,In,
0,4176,000000327498.jpg,dog,airplane,0.56049782,-96.01582336,Out,NA,-96.01582336,Out,Out,Out,
0,4177,000000027942.jpg,car,horse,1,-67.38368225,Out,NA,-67.38368225,Out,Out,Out,
0,4178,000000310752.jpg,pizza,airplane,0.793723762,-97.38789368,Out,NA,-97.38789368,Out,Out,Out,
0,4179,000000203868.jpg,zebra,horse,0.99974674,68.96031189,Out,NA,68.96031189,In,In,In,
0,4180,000000483737.jpg,car,airplane,0.976172805,-58.59962463,Out,NA,-58.59962463,Out,Out,Out,
0,4181,000000475074.jpg,airplane,airplane,1,-2.27331543,In,-2.27331543,NA,In,In,In,
0,4182,000000465463.jpg,cake,airplane,0.99999094,-152.9148102,Out,NA,-152.9148102,Out,Out,Out,
0,4183,000000063879.jpg,book,airplane,0.944808722,-102.9087067,Out,NA,-102.9087067,Out,Out,Out,
0,4184,000000553912.jpg,car,horse,0.999304533,-81.10836792,Out,NA,-81.10836792,Out,Out,Out,
0,4185,000000187752.jpg,cat,airplane,0.99985218,-105.3536224,Out,NA,-105.3536224,Out,Out,Out,
0,4186,000000294284.jpg,car,horse,0.893606424,-31.02719116,Out,NA,-31.02719116,Out,Out,In,
0,4187,000000211536.jpg,airplane,airplane,1,-6.165481567,In,-6.165481567,NA,In,In,In,
0,4188,000000229342.jpg,laptop,airplane,0.999847531,-114.5795441,Out,NA,-114.5795441,Out,Out,Out,
0,4189,000000376372.jpg,book,airplane,0.969663203,-129.8659821,Out,NA,-129.8659821,Out,Out,Out,
0,4190,000000352205.jpg,dog,airplane,0.93731451,-106.269516,Out,NA,-106.269516,Out,Out,Out,
0,4191,000000451248.jpg,car,airplane,0.884240568,-49.70887756,Out,NA,-49.70887756,Out,Out,In,
0,4192,000000487530.jpg,car,airplane,1,10.03367615,Out,NA,10.03367615,In,In,In,
0,4193,000000555911.jpg,airplane,airplane,0.999999523,96.58267212,In,96.58267212,NA,In,In,In,
0,4194,000000093332.jpg,car,airplane,0.996104121,-106.1407013,Out,NA,-106.1407013,Out,Out,Out,
0,4195,000000323896.jpg,car,airplane,0.991001546,-34.20280457,Out,NA,-34.20280457,Out,Out,In,
0,4196,000000350741.jpg,pizza,horse,0.918760121,-79.09443665,Out,NA,-79.09443665,Out,Out,Out,
0,4197,000000556669.jpg,car,airplane,0.616581619,-70.80369568,Out,NA,-70.80369568,Out,Out,Out,
0,4198,000000064423.jpg,cat,horse,0.972692132,-81.52175903,Out,NA,-81.52175903,Out,Out,Out,
0,4199,000000474751.jpg,book,airplane,0.99999702,-107.3084869,Out,NA,-107.3084869,Out,Out,Out,
0,4200,000000025283.jpg,car,airplane,0.999997616,-70.94084167,Out,NA,-70.94084167,Out,Out,Out,
0,4201,000000359303.jpg,airplane,airplane,0.999999642,107.5451965,In,107.5451965,NA,In,In,In,
0,4202,000000551571.jpg,car,airplane,0.999999762,-10.09243774,Out,NA,-10.09243774,In,In,In,
0,4203,000000095243.jpg,car,horse,0.987896562,-74.2147522,Out,NA,-74.2147522,Out,Out,Out,
0,4204,000000159987.jpg,car,airplane,0.888442934,-3.640151978,Out,NA,-3.640151978,In,In,In,
0,4205,000000179476.jpg,book,airplane,0.990553141,-111.6674347,Out,NA,-111.6674347,Out,Out,Out,
0,4206,000000024061.jpg,book,airplane,0.987773359,-53.12785339,Out,NA,-53.12785339,Out,Out,Out,
0,4207,000000088117.jpg,dog,horse,0.999997497,-129.055542,Out,NA,-129.055542,Out,Out,Out,
0,4208,000000225949.jpg,car,airplane,0.999996424,-115.7353668,Out,NA,-115.7353668,Out,Out,Out,
0,4209,000000417715.jpg,car,airplane,0.999995828,-59.50791931,Out,NA,-59.50791931,Out,Out,Out,
0,4210,000000024045.jpg,pizza,horse,0.637232542,-99.41305542,Out,NA,-99.41305542,Out,Out,Out,
0,4211,000000318645.jpg,horse,horse,1,-17.87182617,In,-17.87182617,NA,Out,Out,In,
0,4212,000000252807.jpg,dog,horse,1,-82.15301514,Out,NA,-82.15301514,Out,Out,Out,
0,4213,000000270202.jpg,cake,horse,0.96987164,-133.0637207,Out,NA,-133.0637207,Out,Out,Out,
0,4214,000000121446.jpg,book,airplane,0.999928951,-64.58381653,Out,NA,-64.58381653,Out,Out,Out,
0,4215,000000580255.jpg,dog,airplane,0.969725311,-87.36708069,Out,NA,-87.36708069,Out,Out,Out,
0,4216,000000301266.jpg,book,horse,0.999992967,-165.7688293,Out,NA,-165.7688293,Out,Out,Out,
0,4217,000000416598.jpg,laptop,horse,0.959168196,-124.5117188,Out,NA,-124.5117188,Out,Out,Out,
0,4218,000000563279.jpg,laptop,airplane,0.999999642,-31.99046326,Out,NA,-31.99046326,Out,Out,In,
0,4219,000000434141.jpg,laptop,airplane,0.999999404,-103.4242096,Out,NA,-103.4242096,Out,Out,Out,
0,4220,000000161840.jpg,car,horse,0.999979734,-98.13302612,Out,NA,-98.13302612,Out,Out,Out,
0,4221,000000031865.jpg,cat,airplane,0.904291928,-115.9330902,Out,NA,-115.9330902,Out,Out,Out,
0,4222,000000129631.jpg,horse,horse,0.999949813,5.162200928,In,5.162200928,NA,In,In,In,
0,4223,000000473843.jpg,dog,airplane,0.994347155,-99.37507629,Out,NA,-99.37507629,Out,Out,Out,
0,4224,000000039852.jpg,laptop,airplane,0.999994874,-51.47169495,Out,NA,-51.47169495,Out,Out,Out,
0,4225,000000187187.jpg,laptop,airplane,0.999991536,-54.58998108,Out,NA,-54.58998108,Out,Out,Out,
0,4226,000000196332.jpg,car,airplane,0.999284446,-65.6353302,Out,NA,-65.6353302,Out,Out,Out,
0,4227,000000048900.jpg,laptop,airplane,0.998826563,-70.45100403,Out,NA,-70.45100403,Out,Out,Out,
0,4228,000000062200.jpg,car,horse,0.9926669,-81.91717529,Out,NA,-81.91717529,Out,Out,Out,
0,4229,000000549501.jpg,car,horse,0.99999845,-113.539856,Out,NA,-113.539856,Out,Out,Out,
0,4230,000000523454.jpg,car,airplane,0.999828577,-134.7045746,Out,NA,-134.7045746,Out,Out,Out,
0,4231,000000325831.jpg,car,horse,0.865794539,-101.6070557,Out,NA,-101.6070557,Out,Out,Out,
0,4232,000000318763.jpg,zebra,horse,0.99992466,83.98504639,Out,NA,83.98504639,In,In,In,
0,4233,000000268394.jpg,cake,airplane,0.999998689,-72.16383362,Out,NA,-72.16383362,Out,Out,Out,
0,4234,000000226243.jpg,car,airplane,0.999999404,-50.23860168,Out,NA,-50.23860168,Out,Out,In,
0,4235,000000484065.jpg,car,airplane,0.999991298,-45.81575012,Out,NA,-45.81575012,Out,Out,In,
0,4236,000000291201.jpg,car,airplane,0.999902964,-40.83410645,Out,NA,-40.83410645,Out,Out,In,
0,4237,000000057283.jpg,pizza,horse,0.711612403,-139.5717163,Out,NA,-139.5717163,Out,Out,Out,
0,4238,000000326428.jpg,car,horse,0.82032311,-115.6637878,Out,NA,-115.6637878,Out,Out,Out,
0,4239,000000007603.jpg,book,airplane,0.995693386,-89.89802551,Out,NA,-89.89802551,Out,Out,Out,
0,4240,000000302989.jpg,airplane,airplane,0.786386788,-49.10453796,In,-49.10453796,NA,Out,Out,In,
0,4241,000000409166.jpg,cake,horse,0.965381026,-121.0196533,Out,NA,-121.0196533,Out,Out,Out,
0,4242,000000327354.jpg,cat,airplane,0.999999642,-97.34379578,Out,NA,-97.34379578,Out,Out,Out,
0,4243,000000499366.jpg,pizza,airplane,0.506629825,-88.25715637,Out,NA,-88.25715637,Out,Out,Out,
0,4244,000000491397.jpg,car,airplane,0.999999285,-20.47499084,Out,NA,-20.47499084,Out,Out,In,
0,4245,000000384465.jpg,horse,horse,0.999934196,-18.90289307,In,-18.90289307,NA,Out,Out,In,
0,4246,000000154955.jpg,cat,horse,0.998228967,-69.94256592,Out,NA,-69.94256592,Out,Out,Out,
0,4247,000000129957.jpg,car,airplane,0.691183269,-52.9962616,Out,NA,-52.9962616,Out,Out,Out,
0,4248,000000128110.jpg,car,airplane,0.971181035,-42.26350403,Out,NA,-42.26350403,Out,Out,In,
0,4249,000000343401.jpg,horse,horse,1,6.958129883,In,6.958129883,NA,In,In,In,
0,4250,000000261003.jpg,car,horse,0.997695863,-87.09382629,Out,NA,-87.09382629,Out,Out,Out,
0,4251,000000113097.jpg,horse,horse,0.999896646,-120.0582275,In,-120.0582275,NA,Out,Out,Out,
0,4252,000000343154.jpg,cake,airplane,0.996648848,-87.24205017,Out,NA,-87.24205017,Out,Out,Out,
0,4253,000000039395.jpg,zebra,horse,0.998900533,75.84558868,Out,NA,75.84558868,In,In,In,
0,4254,000000441972.jpg,horse,horse,0.999997854,69.74606323,In,69.74606323,NA,In,In,In,
0,4255,000000309956.jpg,cake,horse,0.999663949,-124.7255554,Out,NA,-124.7255554,Out,Out,Out,
0,4256,000000088241.jpg,dog,horse,0.918122709,-137.0842896,Out,NA,-137.0842896,Out,Out,Out,
0,4257,000000334453.jpg,zebra,horse,0.999808848,83.94978333,Out,NA,83.94978333,In,In,In,
0,4258,000000487145.jpg,car,airplane,1,91.9728241,Out,NA,91.9728241,In,In,In,
0,4259,000000545135.jpg,book,horse,0.960467279,-57.35945129,Out,NA,-57.35945129,Out,Out,Out,
0,4260,000000499419.jpg,laptop,airplane,0.999953985,-48.32615662,Out,NA,-48.32615662,Out,Out,In,
0,4261,000000424505.jpg,book,horse,0.998724997,-82.09117126,Out,NA,-82.09117126,Out,Out,Out,
0,4262,000000064196.jpg,cake,horse,0.632619977,-124.293396,Out,NA,-124.293396,Out,Out,Out,
0,4263,000000188225.jpg,airplane,airplane,1,71.00636292,In,71.00636292,NA,In,In,In,
0,4264,000000449304.jpg,airplane,airplane,0.99997592,-38.68708801,In,-38.68708801,NA,Out,Out,In,
0,4265,000000089367.jpg,pizza,airplane,0.67908144,-116.4237518,Out,NA,-116.4237518,Out,Out,Out,
0,4266,000000105113.jpg,cake,airplane,0.999562204,-124.1582489,Out,NA,-124.1582489,Out,Out,Out,
0,4267,000000024859.jpg,car,horse,0.999862075,-113.6340942,Out,NA,-113.6340942,Out,Out,Out,
0,4268,000000520047.jpg,car,horse,0.97552222,-37.60966492,Out,NA,-37.60966492,Out,Out,In,
0,4269,000000194774.jpg,car,horse,0.985514283,-77.33731079,Out,NA,-77.33731079,Out,Out,Out,
0,4270,000000187872.jpg,pizza,airplane,0.866733372,-103.9779816,Out,NA,-103.9779816,Out,Out,Out,
0,4271,000000258249.jpg,car,airplane,0.999936581,-117.1964264,Out,NA,-117.1964264,Out,Out,Out,
0,4272,000000389984.jpg,car,horse,1,109.5006104,Out,NA,109.5006104,In,In,In,
0,4273,000000147442.jpg,airplane,airplane,1,-13.19026184,In,-13.19026184,NA,In,In,In,
0,4274,000000023579.jpg,dog,horse,0.999827325,-151.1276855,Out,NA,-151.1276855,Out,Out,Out,
0,4275,000000057381.jpg,car,horse,0.998810053,-22.68725586,Out,NA,-22.68725586,Out,Out,In,
0,4276,000000491117.jpg,book,horse,0.961823046,-150.0816956,Out,NA,-150.0816956,Out,Out,Out,
0,4277,000000374971.jpg,horse,horse,1,20.39889526,In,20.39889526,NA,In,In,In,
0,4278,000000261780.jpg,laptop,airplane,0.999613106,-54.61021423,Out,NA,-54.61021423,Out,Out,Out,
0,4279,000000523637.jpg,book,airplane,0.995008349,-150.8424835,Out,NA,-150.8424835,Out,Out,Out,
0,4280,000000465868.jpg,cat,airplane,0.99998188,-82.39863586,Out,NA,-82.39863586,Out,Out,Out,
0,4281,000000415798.jpg,dog,airplane,0.996507108,-78.92640686,Out,NA,-78.92640686,Out,Out,Out,
0,4282,000000572926.jpg,horse,horse,1,-13.54232788,In,-13.54232788,NA,In,In,In,
0,4283,000000507882.jpg,horse,airplane,0.999080539,-57.78443909,In,-57.78443909,NA,Out,Out,Out,
0,4284,000000387764.jpg,car,airplane,0.959548354,-57.57881165,Out,NA,-57.57881165,Out,Out,Out,
0,4285,000000489906.jpg,horse,horse,0.999997497,75.29496002,In,75.29496002,NA,In,In,In,
0,4286,000000072396.jpg,laptop,airplane,1,-138.8743439,Out,NA,-138.8743439,Out,Out,Out,
0,4287,000000243777.jpg,laptop,airplane,1,-33.385849,Out,NA,-33.385849,Out,Out,In,
0,4288,000000080927.jpg,pizza,airplane,0.984147906,-95.05775452,Out,NA,-95.05775452,Out,Out,Out,
0,4289,000000179088.jpg,dog,horse,0.861170828,-59.71401978,Out,NA,-59.71401978,Out,Out,Out,
0,4290,000000047285.jpg,pizza,airplane,0.99999845,-62.74421692,Out,NA,-62.74421692,Out,Out,Out,
0,4291,000000163568.jpg,zebra,horse,0.999501824,-73.36102295,Out,NA,-73.36102295,Out,Out,Out,
0,4292,000000014766.jpg,book,airplane,0.978376269,-118.3984833,Out,NA,-118.3984833,Out,Out,Out,
0,4293,000000048209.jpg,laptop,airplane,0.999986768,-50.97407532,Out,NA,-50.97407532,Out,Out,Out,
0,4294,000000212589.jpg,airplane,airplane,1,97.9786377,In,97.9786377,NA,In,In,In,
0,4295,000000192594.jpg,car,horse,0.996141255,-77.54832458,Out,NA,-77.54832458,Out,Out,Out,
0,4296,000000482798.jpg,airplane,airplane,1,36.38273621,In,36.38273621,NA,In,In,In,
0,4297,000000113326.jpg,airplane,airplane,0.996322751,-120.3306427,In,-120.3306427,NA,Out,Out,Out,
0,4298,000000039171.jpg,cat,horse,0.999987721,-101.2358093,Out,NA,-101.2358093,Out,Out,Out,
0,4299,000000106172.jpg,book,airplane,0.999971151,-81.24623108,Out,NA,-81.24623108,Out,Out,Out,
0,4300,000000112818.jpg,cake,horse,0.99943012,-92.98002625,Out,NA,-92.98002625,Out,Out,Out,
0,4301,000000088789.jpg,dog,airplane,0.999824584,-70.40681458,Out,NA,-70.40681458,Out,Out,Out,
0,4302,000000008016.jpg,airplane,airplane,1,-8.894989014,In,-8.894989014,NA,In,In,In,
0,4303,000000061959.jpg,car,horse,0.527131736,31.49343872,Out,NA,31.49343872,In,In,In,
0,4304,000000124069.jpg,car,airplane,1,-112.8904877,Out,NA,-112.8904877,Out,Out,Out,
0,4305,000000253487.jpg,horse,horse,0.999968052,-34.51329041,In,-34.51329041,NA,Out,Out,In,
0,4306,000000097367.jpg,horse,airplane,0.693160176,-44.01319885,In,-44.01319885,NA,Out,Out,In,
0,4307,000000178198.jpg,cake,airplane,0.999976873,-89.14772034,Out,NA,-89.14772034,Out,Out,Out,
0,4308,000000089978.jpg,cat,airplane,0.998978853,-139.7659454,Out,NA,-139.7659454,Out,Out,Out,
0,4309,000000138549.jpg,book,airplane,0.999692678,-110.1592865,Out,NA,-110.1592865,Out,Out,Out,
0,4310,000000424445.jpg,airplane,airplane,1,102.6560974,In,102.6560974,NA,In,In,In,
0,4311,000000333888.jpg,cat,airplane,0.979339182,-21.63352966,Out,NA,-21.63352966,Out,Out,In,
0,4312,000000489950.jpg,airplane,airplane,1,-3.485671997,In,-3.485671997,NA,In,In,In,
0,4313,000000481565.jpg,cat,horse,0.954780757,-78.5460968,Out,NA,-78.5460968,Out,Out,Out,
0,4314,000000090010.jpg,cat,airplane,0.999999762,-126.7472992,Out,NA,-126.7472992,Out,Out,Out,
0,4315,000000375194.jpg,cat,airplane,0.998415709,-106.5493927,Out,NA,-106.5493927,Out,Out,Out,
0,4316,000000006599.jpg,zebra,horse,0.999742448,78.14115906,Out,NA,78.14115906,In,In,In,
0,4317,000000130440.jpg,car,airplane,0.965138257,-75.05220032,Out,NA,-75.05220032,Out,Out,Out,
0,4318,000000375815.jpg,pizza,horse,0.999776781,-77.2545166,Out,NA,-77.2545166,Out,Out,Out,
0,4319,000000113513.jpg,pizza,airplane,0.673629522,-90.72035217,Out,NA,-90.72035217,Out,Out,Out,
0,4320,000000290170.jpg,car,horse,0.999998927,-75.6003418,Out,NA,-75.6003418,Out,Out,Out,
0,4321,000000285696.jpg,airplane,airplane,0.999999642,47.82835388,In,47.82835388,NA,In,In,In,
0,4322,000000072605.jpg,cat,horse,0.831580639,-129.1390381,Out,NA,-129.1390381,Out,Out,Out,
0,4323,000000113199.jpg,pizza,airplane,0.930921376,-139.2742462,Out,NA,-139.2742462,Out,Out,Out,
0,4324,000000028675.jpg,car,horse,0.532433689,-58.10015869,Out,NA,-58.10015869,Out,Out,Out,
0,4325,000000091188.jpg,car,airplane,0.991108537,-96.16145325,Out,NA,-96.16145325,Out,Out,Out,
0,4326,000000573018.jpg,book,airplane,0.999997973,-113.7246552,Out,NA,-113.7246552,Out,Out,Out,
0,4327,000000357790.jpg,car,horse,0.984599411,-95.21191406,Out,NA,-95.21191406,Out,Out,Out,
0,4328,000000318381.jpg,pizza,airplane,0.855589271,-114.7176666,Out,NA,-114.7176666,Out,Out,Out,
0,4329,000000417742.jpg,car,airplane,0.999988794,-31.13642883,Out,NA,-31.13642883,Out,Out,In,
0,4330,000000094412.jpg,car,airplane,0.999994636,-75.46543884,Out,NA,-75.46543884,Out,Out,Out,
0,4331,000000065267.jpg,book,airplane,0.911814928,-81.22361755,Out,NA,-81.22361755,Out,Out,Out,
0,4332,000000320693.jpg,car,airplane,0.99999249,-68.21554565,Out,NA,-68.21554565,Out,Out,Out,
0,4333,000000064121.jpg,book,horse,0.994881272,-108.5674744,Out,NA,-108.5674744,Out,Out,Out,
0,4334,000000319412.jpg,zebra,horse,0.999880195,58.59238434,Out,NA,58.59238434,In,In,In,
0,4335,000000138086.jpg,pizza,horse,0.982950628,-140.0077209,Out,NA,-140.0077209,Out,Out,Out,
0,4336,000000386853.jpg,car,airplane,0.983599067,-153.4499664,Out,NA,-153.4499664,Out,Out,Out,
0,4337,000000551441.jpg,car,airplane,0.999944925,-33.12187195,Out,NA,-33.12187195,Out,Out,In,
0,4338,000000171942.jpg,cake,airplane,0.987001896,-117.504837,Out,NA,-117.504837,Out,Out,Out,
0,4339,000000449599.jpg,book,airplane,0.99992609,-108.1772003,Out,NA,-108.1772003,Out,Out,Out,
0,4340,000000424842.jpg,book,airplane,0.999993801,-57.39195251,Out,NA,-57.39195251,Out,Out,Out,
0,4341,000000458642.jpg,cake,airplane,0.999496818,-95.23323059,Out,NA,-95.23323059,Out,Out,Out,
0,4342,000000187887.jpg,pizza,airplane,0.999998689,-110.6824799,Out,NA,-110.6824799,Out,Out,Out,
0,4343,000000481689.jpg,cake,horse,0.971047759,-86.80895996,Out,NA,-86.80895996,Out,Out,Out,
0,4344,000000030345.jpg,car,airplane,0.999995947,99.02586365,Out,NA,99.02586365,In,In,In,
0,4345,000000113023.jpg,pizza,airplane,0.999110162,-154.6213531,Out,NA,-154.6213531,Out,Out,Out,
0,4346,000000456873.jpg,cake,horse,0.999820769,-151.8690796,Out,NA,-151.8690796,Out,Out,Out,
0,4347,000000227806.jpg,car,horse,0.999999166,-48.8480835,Out,NA,-48.8480835,Out,Out,In,
0,4348,000000123770.jpg,car,horse,0.766271949,-47.89857483,Out,NA,-47.89857483,Out,Out,In,
0,4349,000000261283.jpg,cake,airplane,0.793353498,-132.3192291,Out,NA,-132.3192291,Out,Out,Out,
0,4350,000000219591.jpg,laptop,airplane,0.999998569,-66.38839722,Out,NA,-66.38839722,Out,Out,Out,
0,4351,000000072000.jpg,pizza,horse,0.999293923,-102.206665,Out,NA,-102.206665,Out,Out,Out,
0,4352,000000555613.jpg,car,airplane,0.999989033,-103.4472809,Out,NA,-103.4472809,Out,Out,Out,
0,4353,000000006197.jpg,dog,horse,0.993385851,-92.25090027,Out,NA,-92.25090027,Out,Out,Out,
0,4354,000000376209.jpg,pizza,airplane,0.9998312,-169.8564911,Out,NA,-169.8564911,Out,Out,Out,
